edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres,ingres_pred,segmento
45.0,18.0,67.6,26.0,1.0,135.0,136.7970442772794,Muy Alto
26.0,1.0,25.3,5.0,5.0,50.0,50.99284708091237,Medio
31.0,4.0,11.2,4.0,1.0,22.0,22.21220435371166,Muy Bajo
54.0,15.0,70.7,35.5,3.0,155.5,143.42036604657727,Muy Alto
34.0,15.0,18.3,7.0,5.0,38.0,36.82539747173728,Medio
32.0,5.0,22.1,11.0,4.0,45.0,44.59217530172963,Medio
35.0,12.0,15.7,12.0,2.0,32.0,31.530419881169173,Bajo
22.0,1.0,16.2,1.0,4.0,32.0,32.42915829301073,Bajo
25.0,0.0,14.6,2.0,2.0,30.0,29.111576201033664,Bajo
59.0,26.0,51.2,19.0,2.0,103.0,103.48181671303357,Muy Alto
28.0,7.0,7.5,0.0,6.0,15.0,14.892270651661956,Muy Bajo
37.0,11.0,25.4,12.0,3.0,52.0,51.216795042549435,Medio
43.0,7.0,14.0,3.0,2.0,29.0,27.90455509668425,Bajo
42.0,13.0,34.1,16.0,4.0,69.0,68.96374216079963,Alto
35.0,4.0,19.0,7.0,1.0,38.0,38.06719052555769,Medio
22.0,3.0,15.7,6.0,2.0,32.0,31.417215901649932,Bajo
55.0,22.0,77.9,28.0,3.0,155.5,157.78434225399894,Muy Alto
63.0,38.0,5.6,19.0,1.0,11.0,11.117950850816932,Muy Bajo
40.0,21.0,31.7,12.0,2.0,61.0,63.87042483747782,Alto
29.0,10.0,29.4,6.0,1.0,59.0,59.05807481215301,Alto
32.0,6.0,25.6,8.0,2.0,52.0,51.48945376351228,Medio
47.0,18.0,69.2,8.0,5.0,138.0,139.83201368495338,Muy Alto
42.0,16.0,13.9,0.0,1.0,28.0,27.539872874965628,Bajo
50.0,3.0,11.7,1.0,1.0,23.0,23.16970104324791,Muy Bajo
52.0,29.0,16.9,1.0,2.0,34.0,33.64228387412866,Bajo
33.0,0.0,13.1,3.0,3.0,26.0,26.160188492094132,Bajo
54.0,34.0,73.6,23.0,1.0,155.5,148.80773600899312,Muy Alto
37.0,16.0,15.9,15.0,3.0,32.0,32.04566294742845,Bajo
57.0,20.0,73.5,20.0,3.0,155.5,148.70304261728313,Muy Alto
70.0,38.0,5.5,35.5,2.0,11.0,11.362948989678522,Muy Bajo
23.0,3.0,6.9,0.0,4.0,14.0,13.581398445366839,Muy Bajo
55.0,30.0,77.9,17.0,1.0,155.5,157.38371608954102,Muy Alto
48.0,11.0,41.1,19.0,1.0,81.0,83.0447895344291,Alto
38.0,12.0,20.1,18.0,1.0,40.0,40.52112842549301,Medio
47.0,9.0,32.5,22.0,2.0,65.0,65.77710149556628,Alto
29.0,4.0,10.5,2.0,2.0,21.0,20.802449690822115,Muy Bajo
27.0,3.0,13.1,0.0,4.0,26.0,26.128551929567355,Bajo
29.0,10.0,19.8,7.0,4.0,40.0,39.822403433387784,Medio
28.0,2.0,12.6,3.0,1.0,26.0,25.027454051569755,Muy Bajo
47.0,24.0,27.2,8.0,5.0,55.0,54.82856421046237,Alto
45.0,14.0,11.1,0.0,2.0,22.0,21.939484366346992,Muy Bajo
24.0,0.0,9.6,0.0,3.0,19.0,19.002213582459536,Muy Bajo
41.0,13.0,67.9,20.0,4.0,155.5,137.4451975988674,Muy Alto
18.0,0.0,6.6,0.0,2.0,13.0,12.873488623265677,Muy Bajo
42.0,23.0,69.9,16.0,1.0,140.0,141.19346880262617,Muy Alto
45.0,25.0,23.1,8.0,2.0,46.0,46.362990303442444,Medio
34.0,2.0,19.8,6.0,6.0,40.0,39.944164627113935,Medio
38.0,1.0,53.5,9.0,4.0,105.0,108.09729126412378,Muy Alto
36.0,6.0,67.5,12.0,3.0,137.0,136.41789460558456,Muy Alto
19.0,0.0,7.9,0.0,6.0,16.0,15.723980430508828,Muy Bajo
28.0,5.0,11.9,5.0,2.0,24.0,23.700937783589488,Muy Bajo
41.0,19.0,15.7,12.0,2.0,32.0,31.506088826780505,Bajo
54.0,8.0,23.9,7.0,1.0,47.0,47.97764211853918,Medio
42.0,1.0,70.5,14.0,2.0,155.5,142.50403336432655,Muy Alto
47.0,13.0,58.9,18.0,2.0,118.0,119.08246749395695,Muy Alto
61.0,31.0,70.9,35.5,1.0,155.5,143.65529042526092,Muy Alto
66.0,1.0,6.5,33.0,2.0,13.0,13.474089887900451,Muy Bajo
51.0,17.0,36.7,3.0,3.0,73.0,73.85357295506185,Alto
55.0,7.0,16.6,9.0,1.0,33.0,33.25913810078888,Bajo
36.0,4.0,13.3,5.0,2.0,28.0,26.542805325734793,Bajo
39.0,3.0,30.7,5.0,3.0,63.0,61.809359868322176,Alto
38.0,2.0,14.5,0.0,1.0,30.0,28.80771773753381,Bajo
44.0,11.0,44.3,15.0,2.0,89.0,89.47764893636392,Alto
52.0,25.0,38.7,27.0,2.0,78.0,78.37793354780385,Alto
55.0,28.0,70.9,23.0,1.0,155.5,143.3696268269308,Muy Alto
58.0,30.0,49.1,28.0,4.0,97.0,99.53742485649823,Muy Alto
61.0,0.0,58.7,19.0,1.0,119.0,118.707938840503,Muy Alto
64.0,18.0,4.9,6.0,1.0,10.0,9.477305006729006,Muy Bajo
45.0,11.0,76.1,22.0,4.0,155.5,154.09406537726872,Muy Alto
66.0,21.0,63.2,35.5,1.0,155.5,128.11932907654685,Muy Alto
31.0,5.0,15.2,2.0,1.0,29.0,30.254416027185027,Bajo
31.0,4.0,12.6,4.0,2.0,26.0,25.09972929444359,Muy Bajo
36.0,1.0,29.4,9.0,6.0,56.0,59.443852851985504,Alto
20.0,0.0,10.6,0.0,3.0,21.0,21.022932500394045,Muy Bajo
40.0,0.0,17.3,4.0,2.0,35.0,34.63128442528742,Bajo
38.0,12.0,19.3,3.0,2.0,40.0,38.604720474161645,Medio
51.0,17.0,43.0,12.0,1.0,89.0,86.70227826558741,Alto
47.0,16.0,18.3,7.0,1.0,36.0,36.610272087251694,Medio
31.0,10.0,15.4,4.0,2.0,32.0,30.740819211014966,Bajo
34.0,8.0,22.1,4.0,1.0,44.0,44.25216284124646,Medio
35.0,7.0,20.2,7.0,3.0,41.0,40.59283853108432,Medio
66.0,36.0,23.7,16.0,1.0,45.0,47.67944782646348,Medio
63.0,11.0,60.2,14.0,1.0,118.0,121.58230913051716,Muy Alto
34.0,14.0,51.0,9.0,4.0,102.0,102.98398565216314,Muy Alto
37.0,6.0,15.4,7.0,5.0,31.0,30.99602041181501,Bajo
34.0,11.0,18.4,5.0,2.0,37.0,36.83219050257883,Medio
36.0,7.0,56.0,4.0,2.0,109.0,112.90277579869166,Muy Alto
42.0,17.0,21.6,8.0,1.0,42.0,43.303444675291594,Medio
63.0,12.0,72.2,35.5,1.0,143.0,146.36351275216583,Muy Alto
30.0,5.0,24.1,5.0,4.0,50.0,48.49645275902176,Medio
58.0,5.0,68.5,35.5,6.0,155.5,139.17664064152066,Muy Alto
36.0,11.0,18.7,15.0,1.0,37.0,37.62069281262078,Medio
53.0,31.0,75.0,32.0,2.0,155.5,151.9182918022217,Muy Alto
43.0,3.0,43.2,10.0,1.0,86.0,87.11118171719053,Alto
33.0,3.0,12.0,3.0,1.0,24.0,23.812678252338248,Muy Bajo
37.0,2.0,43.3,5.0,3.0,88.0,87.30587052455024,Alto
43.0,13.0,33.7,8.0,2.0,66.0,67.85722502836694,Alto
45.0,4.0,77.9,21.0,1.0,155.5,157.57610108165272,Muy Alto
37.0,5.0,13.8,15.0,1.0,27.0,27.731289285461653,Bajo
19.0,0.0,7.4,0.0,3.0,15.0,14.547673370521307,Muy Bajo
55.0,11.0,33.1,15.0,4.0,66.0,66.93342116517192,Alto
40.0,12.0,47.8,3.0,1.0,94.0,96.21563066125478,Muy Alto
61.0,27.0,5.2,12.0,1.0,11.0,10.187116895778,Muy Bajo
25.0,3.0,9.6,9.0,3.0,20.0,19.202348986322697,Muy Bajo
35.0,11.0,58.6,5.0,1.0,116.0,118.11524416977309,Muy Alto
60.0,37.0,21.4,8.0,1.0,43.0,42.829820689072406,Medio
37.0,9.0,26.4,11.0,1.0,54.0,53.11489984642685,Medio
38.0,8.0,37.1,13.0,1.0,76.0,74.8160768340141,Alto
46.0,7.0,18.0,13.0,1.0,36.0,36.17997434230275,Bajo
43.0,0.0,28.4,3.0,1.0,56.0,57.01364291079142,Alto
40.0,18.0,24.0,5.0,6.0,50.0,48.357959211117894,Medio
34.0,14.0,11.0,5.0,1.0,22.0,21.792674995716038,Muy Bajo
40.0,0.0,16.7,3.0,3.0,33.0,33.44866890673962,Bajo
44.0,11.0,20.0,5.0,6.0,41.0,40.295519553558826,Medio
28.0,5.0,21.5,6.0,5.0,41.0,43.31292614385098,Medio
47.0,8.0,31.9,11.0,3.0,65.0,64.36342591160252,Alto
23.0,2.0,12.3,1.0,3.0,25.0,24.479961197899648,Muy Bajo
51.0,4.0,16.3,1.0,2.0,33.0,32.528452814624245,Bajo
39.0,0.0,11.8,2.0,2.0,23.0,23.455380916248238,Muy Bajo
54.0,33.0,30.1,11.0,2.0,61.0,60.57031145917708,Alto
54.0,21.0,76.2,24.0,1.0,155.5,154.14428572508584,Muy Alto
28.0,6.0,20.8,8.0,4.0,42.0,41.884708304804924,Medio
26.0,6.0,12.9,0.0,2.0,26.0,25.601376566710062,Bajo
42.0,22.0,28.9,2.0,4.0,58.0,58.07708097792279,Alto
44.0,14.0,19.3,7.0,2.0,40.0,38.6945878617724,Medio
41.0,1.0,20.0,17.0,5.0,43.0,40.56112277854931,Medio
40.0,8.0,16.5,8.0,2.0,33.0,33.07441048819232,Bajo
39.0,15.0,26.7,12.0,3.0,52.0,53.83227448720258,Medio
35.0,8.0,27.5,6.0,1.0,57.0,55.22573478914487,Alto
45.0,17.0,70.7,7.0,2.0,143.0,142.68156256380848,Muy Alto
48.0,17.0,27.8,18.0,6.0,56.0,56.36140429467917,Alto
71.0,38.0,34.8,21.0,1.0,69.0,70.2509785637952,Alto
31.0,11.0,17.2,4.0,1.0,34.0,34.32387192755914,Bajo
50.0,16.0,77.9,15.0,2.0,155.5,157.4447870237287,Muy Alto
55.0,13.0,77.9,25.0,2.0,155.5,157.69522215289948,Muy Alto
32.0,7.0,12.8,0.0,4.0,27.0,25.50867391607313,Bajo
51.0,15.0,62.6,30.0,1.0,126.0,126.79049510399366,Muy Alto
52.0,18.0,23.4,23.0,1.0,46.0,47.30051075724633,Medio
46.0,7.0,15.9,0.0,1.0,33.0,31.625391484309084,Bajo
49.0,30.0,77.8,27.0,1.0,155.5,157.41258185283488,Muy Alto
48.0,23.0,19.4,0.0,2.0,40.0,38.69866076808023,Medio
23.0,0.0,10.5,0.0,1.0,20.0,20.712782289835665,Muy Bajo
52.0,24.0,37.1,19.0,3.0,73.0,75.01147006182575,Alto
50.0,19.0,33.9,28.0,1.0,66.0,68.65754021338384,Alto
60.0,35.0,49.8,23.0,2.0,102.0,100.70757028323382,Muy Alto
21.0,1.0,7.0,0.0,4.0,14.0,13.79049625822771,Muy Bajo
36.0,1.0,21.9,8.0,2.0,45.0,44.02594419091882,Medio
49.0,8.0,25.9,8.0,1.0,50.0,52.04453671097747,Medio
48.0,25.0,60.9,18.0,6.0,123.0,123.30089263844542,Muy Alto
25.0,4.0,32.4,4.0,3.0,64.0,65.21236644486643,Alto
35.0,4.0,13.5,4.0,3.0,28.0,26.978193122944838,Bajo
49.0,25.0,51.6,1.0,1.0,102.0,103.81063418202109,Muy Alto
47.0,11.0,53.6,22.0,3.0,107.0,108.51587938257211,Muy Alto
27.0,5.0,12.9,8.0,3.0,26.0,25.849015015783376,Bajo
34.0,11.0,11.9,1.0,6.0,24.0,23.80613442161636,Muy Bajo
36.0,17.0,15.2,6.0,5.0,30.0,30.522843588189048,Bajo
50.0,22.0,18.3,6.0,2.0,37.0,36.61939966028332,Medio
29.0,2.0,13.5,1.0,1.0,28.0,26.80206880227605,Bajo
33.0,13.0,10.5,0.0,3.0,21.0,20.776620303072573,Muy Bajo
42.0,13.0,13.1,7.0,1.0,26.0,26.097881938775554,Bajo
33.0,13.0,11.9,5.0,4.0,23.0,23.78169142612667,Muy Bajo
30.0,6.0,16.0,9.0,3.0,32.0,32.142717868488006,Bajo
51.0,32.0,73.9,26.0,1.0,146.0,149.49137548016057,Muy Alto
27.0,3.0,14.0,0.0,1.0,28.0,27.784886725550535,Bajo
29.0,7.0,8.1,5.0,1.0,16.0,15.95003995039082,Muy Bajo
32.0,3.0,18.9,5.0,1.0,37.0,37.81992527061155,Medio
44.0,5.0,15.3,9.0,4.0,31.0,30.794400751648205,Bajo
34.0,15.0,56.9,10.0,5.0,112.0,114.99590778146555,Muy Alto
20.0,1.0,16.2,0.0,2.0,32.0,32.294584540287275,Bajo
49.0,17.0,39.6,17.0,1.0,78.0,79.93925302238702,Alto
34.0,14.0,50.0,5.0,1.0,100.0,100.70198384061408,Muy Alto
34.0,9.0,14.9,12.0,2.0,30.0,29.923215116359792,Bajo
31.0,10.0,24.7,10.0,1.0,51.0,49.64382673113139,Medio
39.0,20.0,73.6,15.0,2.0,155.5,148.72125979071137,Muy Alto
33.0,14.0,20.8,0.0,6.0,42.0,41.777388055626645,Medio
54.0,29.0,35.2,23.0,6.0,69.0,71.40699345088751,Alto
31.0,5.0,29.3,4.0,1.0,60.0,58.830184620961646,Alto
34.0,6.0,35.3,12.0,2.0,71.0,71.21095048676068,Alto
29.0,2.0,14.3,2.0,4.0,28.0,28.608879782150296,Bajo
24.0,2.0,7.2,3.0,1.0,15.0,14.098953056495352,Muy Bajo
49.0,22.0,76.1,19.0,6.0,154.0,154.0915452393593,Muy Alto
19.0,0.0,7.1,1.0,3.0,14.0,13.964187923563447,Muy Bajo
49.0,5.0,17.7,12.0,1.0,35.0,35.55948254097755,Bajo
40.0,16.0,24.8,9.0,1.0,50.0,49.804297820752254,Medio
